his_num_311_per_property,neighbor_his_num_per_property,snow_depth,percent_below_poverty,percent_civilian_unemployed,per_capita_income,percent_no_highschool,percent_65older,percent_17younger,percent_household_disability,percent_single_parent_household,percent_minority,percent_notwell_english,percent_singleunits,percent_multiunit,percent_mobile_homes,percent_owneroccupiedunit,percent_crowding,percent_group_quarters,median_year_properties_built,median_value_properties_built,percent_no_vehicle,distance
-2.2545211503497464,0.025835940671164615,0.3134061884355921,0.02049519074899777,0.005197947915574108,0.29834916597553524,-0.015082491833064449,0.06643693425498451,0.04121921436237672,0.22368959379906742,-0.04595305863242052,-0.39848843312254234,0.02272985381473358,0.0895803408374359,0.01935527324652968,-0.009211647560782766,-0.06002673377501573,0.005784408016885845,0.02445889576880056,0.2162353053425215,-0.04710958000414687,0.19719082267192115,-0.24709629328949062
-2.5199712979126843,-0.21681845949980513,0.19319957435907384,-0.0456358721010234,0.06729947896914386,0.15230556359199415,-0.046750731304126256,-0.0919615169458198,-0.02902689982809754,0.07720613029441363,0.06642756261453742,-0.6037953480990095,-0.02329205498798368,-0.05255798029656859,-3.9630156838921236e-05,-0.0109962911539784,-0.16899597585640094,-0.02397945372485588,0.04753431588133448,0.09214161203095483,-0.1266519468913044,-0.05745672443651486,-0.41324868260832126
-0.040390544334340285,-0.029978871056987887,0.4868104331671713,0.009182948840021687,-0.00776887700293738,0.08089444324660526,-0.06391663250476798,0.03879392923234111,-0.03604695594766465,0.019951678327253662,0.01154200889980599,-0.5026990450066952,-0.04363339972220839,0.06396495317820809,-0.008922084577928136,-0.002435547444583541,-0.06014053648455357,0.0006773011022865206,0.05293207802836184,-0.129912748199647,0.15865838660222256,0.02647577010903044,-0.2078665064432453
-0.4976147586844464,-0.029215949937664208,0.2409878913788254,-0.02559979691324612,0.0005480697630227737,0.05134072852520255,-0.01035573792642026,0.015927130837198877,-0.021876995612590024,-0.39087769471282086,-0.1555449985218183,-0.7184950731270048,-0.0810155756182663,-0.0529654442673249,-0.008887621297079562,-0.002279765875995565,-0.008030913751893376,0.0007652537994062847,-0.005997184841029046,-0.05384096247148449,-0.08153151743885774,-0.056971692725211034,-0.22992784425641483
-1.594556121254851,0.035140524639614944,0.28019985582696727,0.03757627534950867,0.08925012839930062,0.2719313052716491,0.12961982536783606,0.10436026444151532,0.14540458679958973,0.10474154275333873,-0.07334095217916818,-0.25694867365312335,0.13100835367433544,0.027450325804880826,-0.0037594069027447217,0.170605758658625,0.06848299256084722,0.007761452402591828,0.06576146227061459,-0.008718062649357438,0.011597696815945645,0.05637213381085147,-0.14555860778926225
-2.5464477155026475,-0.11288082962256545,0.18774408264657788,-0.09785932218554287,-0.12028914254600949,-0.10420335525173874,-0.00936249408480383,-0.023708021697922098,-0.028789694882103766,-0.17813934109604573,-0.23155695528990483,-0.7364072666878697,0.004932669562323078,-0.012660258946012349,0.00790529078885167,-0.010626798678186588,-0.0400122139018364,0.0020666007454565706,-0.11026877176853205,0.10800310632316878,-0.0925293045239413,-0.06080977953178039,-0.40302070484888963
-2.0884568956558893,0.01777621317831839,0.2629506228520525,-0.0167527253037405,-0.016438517466565727,0.1953083695220446,-0.0467856433492889,-0.030093113715318066,-0.030439797461271567,0.05441878319614126,-0.06504253373459275,-0.49064009368009726,0.004779681456200535,0.07393955006068076,0.013258711620102304,0.13675830328517585,0.03268707149253425,0.00034608679970169474,0.05176867229791382,0.1676398171624321,0.008632694605085867,-0.03272351482373033,-0.2060500837114964
-0.5711730965653669,0.09753041689355557,0.26124224437263477,0.04211748385342782,0.022039444628713857,0.07887353341171552,-0.05592323644014332,-0.06306866375004168,0.053581808503535555,0.056801981581394226,-0.009958949229203196,-0.3852406172117028,0.0013388552842409141,0.11589014671072588,-0.020158532071586067,-0.0004493671951867562,-0.14765302721909448,-0.007196717935446184,0.036016261098339705,-0.157774602246739,0.12474159129027909,0.0008856411337161418,0.21320304049889857
-1.091947368295666,-0.20276364365315175,0.12397748321091373,0.031207571300779023,-0.02885472913014526,-0.02501138221780357,-0.1266466607580198,-0.06157602935900162,-0.29488357499065937,0.14861407547028227,-0.03925964754638276,-1.2493403762646502,-0.15745110905739862,-0.0890781674669789,-0.01855366262437408,-0.0013040981021359421,-0.09983748734479123,-0.0006680812439169958,0.004240523676412611,-0.19778375896734685,0.05694629103650617,-0.02941336231608336,-0.007911509639810532
-1.0096401484648325,-0.0509074478538241,0.24085806587150155,-0.028785776272570906,0.02375045633707993,0.02177960165296513,0.13011614881350572,-0.02063256236026172,0.01159469476718975,-0.1774663235682942,-0.04526045145980566,-0.4914275957076387,0.010990017628352434,0.05530792505221358,0.0074829129171830825,0.02251783121503994,-0.1081093904340614,-0.00019984027438040285,0.10023547514815707,0.1805036375023339,-0.09056974106066092,0.0901877908310035,-0.2485374234726862
